證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,漲跌幅
6115,鎰勝,91679,101,4849083,52.5,53.1,52.5,53.0,0.3,52.70,9,53.00,1,16.01,0.01
6116,彩晶,3235664,1572,28726553,8.8,8.93,8.8,8.9,0.03,8.90,29,8.91,52,0.0,0.0
6117,迎廣,5791036,4304,641761371,113.5,114.5,108.0,108.5,-5.0,108.50,86,109.00,18,28.7,-0.04
6120,達運,1032157,555,14692282,14.4,14.4,14.1,14.2,-0.1,14.15,31,14.20,21,40.57,-0.01
6128,上福,91602,88,3280573,35.7,36.1,35.7,35.9,0.2,35.80,1,35.90,4,10.81,0.01
6133,金橋,3057196,1653,68265491,22.1,22.85,21.45,22.3,0.5,22.30,1,22.35,22,54.39,0.02
6136,富爾特,148181,104,3233366,21.8,21.9,21.75,21.9,0.1,21.85,6,21.90,7,24.07,0.0
6139,亞翔,7099268,9258,1760702207,242.5,251.0,239.0,248.5,5.5,248.00,67,248.50,50,14.07,0.02
6141,柏承,161229,162,2340033,14.55,14.75,14.35,14.55,0.0,14.35,13,14.55,6,0.0,0.0
6142,友勁,306649,200,3086190,10.05,10.2,9.95,10.2,0.15,10.15,1,10.20,1,0.0,0.01
6152,百一,1690198,729,27612762,16.25,16.65,16.05,16.3,0.05,16.30,1,16.35,2,163.0,0.0
6153,嘉聯益,1158249,782,24847486,21.3,21.65,21.05,21.5,0.2,21.50,3,21.55,28,0.0,0.01
6155,鈞寶,128059,79,3417499,26.75,27.05,26.5,26.6,-0.2,26.55,6,26.60,1,30.23,-0.01
6164,華興,747133,263,10584481,14.3,14.4,14.0,14.15,-0.05,14.15,15,14.20,1,61.52,-0.0
6165,浪凡,71334,70,2698820,37.6,38.1,37.5,37.8,-0.05,37.80,2,37.85,1,40.21,-0.0
6166,凌華,385766,433,28602648,75.2,75.6,73.2,73.5,-1.3,73.50,1,73.80,2,1225.0,-0.02
6168,宏齊,167350,120,3636873,21.75,21.85,21.6,21.75,0.0,21.70,4,21.75,21,80.56,0.0
6176,瑞儀,1509275,1045,277286721,183.5,185.5,182.0,184.0,0.5,183.50,13,184.00,262,14.13,0.0
6177,達麗,9651773,7426,661038891,70.1,70.4,66.4,68.0,-1.3,68.00,21,68.10,4,11.85,-0.02
6183,關貿,51631,91,3873797,74.9,75.3,74.7,75.3,0.4,74.90,2,75.30,3,24.13,0.01
6184,大豐電,41412,47,2182932,52.8,53.0,52.5,53.0,0.3,52.70,1,53.00,1,16.01,0.01
6189,豐藝,1645323,3080,150000717,92.0,92.3,90.5,91.0,-1.6,90.90,3,91.00,12,15.19,-0.02
6191,精成科,1613104,1143,99940487,62.2,62.9,61.5,61.5,-0.7,61.50,98,61.70,1,8.67,-0.01
6192,巨路,96639,120,11185226,116.5,117.0,115.0,116.0,-0.5,115.50,1,116.00,3,12.98,-0.0
6196,帆宣,289536,705,44146764,153.5,154.0,151.5,152.5,-1.0,152.00,1,152.50,2,17.57,-0.01
6197,佳必琪,2490088,2519,443442536,176.0,181.0,173.5,177.0,0.5,177.00,8,177.50,14,23.98,0.0
6201,亞弘電,33736,43,2013622,59.9,59.9,59.5,59.8,-0.1,59.50,1,59.80,10,12.83,-0.0
6202,盛群,293317,279,14643152,50.5,50.5,49.4,50.0,-0.2,49.95,1,50.00,2,0.0,-0.0
6205,詮欣,139335,128,9750795,70.0,70.5,69.2,70.5,0.9,69.70,4,70.50,8,30.39,0.01
6206,飛捷,306008,213,26990370,88.3,88.6,87.3,88.2,-0.1,88.00,1,88.30,4,16.01,-0.0
6209,今國光,602250,270,15792822,26.25,26.5,25.8,26.25,0.0,26.25,1,26.30,3,0.0,0.0
6213,聯茂,6070767,4173,473411528,78.5,79.3,76.8,76.9,-1.8,76.90,38,77.00,4,30.52,-0.02
6214,精誠,333876,378,39571091,120.0,120.0,118.0,118.0,-2.0,118.00,42,118.50,5,17.08,-0.02
6215,和椿,4666267,4266,305972046,66.4,66.8,64.8,64.9,-2.0,64.80,102,64.90,1,51.1,-0.03
6216,居易,729150,528,33882815,46.75,46.95,45.85,46.35,-0.4,46.35,46,46.45,6,19.98,-0.01
6224,聚鼎,532280,823,33135441,62.7,63.5,61.6,61.9,-0.8,61.90,6,62.00,9,41.54,-0.01
6225,天瀚,2957,5,45168,15.4,15.4,15.4,15.4,0.0,15.40,2,15.70,1,42.78,0.0
6226,光鼎,86740,64,848285,9.74,9.89,9.7,9.8,0.06,9.74,4,9.81,4,0.0,0.01
6230,尼得科超眾,50248,272,11752007,236.0,237.0,232.0,234.5,-1.5,233.50,1,234.50,1,63.72,-0.01
6235,華孚,969997,859,69156487,72.2,72.3,70.6,71.1,-0.5,71.10,2,71.20,1,17.64,-0.01
6239,力成,3998549,3143,584680582,146.5,148.5,144.0,145.0,-2.0,144.50,19,145.00,11,11.9,-0.01
6243,迅杰,131323,138,6497580,49.5,50.4,49.1,49.25,-0.55,49.25,1,49.65,1,38.18,-0.01
6257,矽格,2570922,2586,190653289,74.3,74.9,73.3,74.2,-0.3,74.20,23,74.30,11,13.97,-0.0
6269,台郡,1398259,1262,111864651,80.0,80.4,79.7,80.0,-0.2,80.00,60,80.10,3,17.17,-0.0
6271,同欣電,1158610,1143,160040173,139.0,140.5,136.5,137.5,-1.0,137.00,21,138.00,11,18.28,-0.01
6277,宏正,39945,69,3143137,78.5,78.9,78.5,78.9,0.4,78.50,12,78.90,4,19.72,0.01
6278,台表科,1317101,1046,150870291,115.0,115.5,113.5,114.5,0.0,114.00,29,114.50,24,10.69,0.0
6281,全國電,28429,38,2370638,83.3,83.7,83.2,83.7,0.4,83.30,1,83.80,5,18.2,0.0
6282,康舒,3321853,2487,116397411,35.1,35.4,34.8,34.9,-0.2,34.90,1,34.95,6,581.67,-0.01
6283,淳安,84000,69,2217750,26.35,26.6,26.25,26.4,0.05,26.35,1,26.45,3,0.0,0.0
6285,啟碁,2528540,1872,312809549,123.0,124.5,122.0,123.0,-1.0,123.00,40,123.50,27,14.22,-0.01
6288,聯嘉,528308,356,13378884,25.3,25.55,25.05,25.3,0.0,25.30,14,25.35,2,70.28,0.0
6405,悅城,70050,51,1615667,23.0,23.2,22.95,23.1,-0.1,22.95,3,23.15,1,0.0,-0.0
6409,旭隼,119165,278,244444825,2070.0,2110.0,2020.0,2050.0,-20.0,"2,045.00",1,"2,050.00",5,50.62,-0.01
6412,群電,407639,439,51809414,127.0,128.5,126.0,126.5,-0.5,126.50,12,127.50,4,14.42,-0.0
6414,樺漢,950591,2142,279218926,293.0,297.5,291.0,292.0,-1.0,292.00,13,292.50,2,17.21,-0.0
6415,矽力*-KY,2725650,2627,1206945544,436.5,448.0,428.5,443.5,6.5,443.00,1,443.50,11,280.7,0.01
6416,瑞祺電通,246078,274,29658997,119.5,121.5,119.0,120.5,1.0,120.50,13,121.00,9,30.9,0.01
6423,億而得-創,17373,18,1654035,93.7,96.0,93.7,95.9,0.9,95.00,1,95.90,1,92.21,0.01
6426,統新,70001,53,4107457,57.9,59.3,57.9,58.5,0.5,58.30,1,58.70,6,0.0,0.01
6431,光麗-KY,365391,245,6084382,15.75,17.2,15.65,16.75,1.1,16.50,2,16.75,14,0.0,0.07
6438,迅得,577072,539,66720294,116.0,116.5,113.5,115.5,0.5,115.00,64,115.50,3,16.62,0.0
6442,光聖,7511993,7876,3272347653,448.0,448.0,422.5,437.5,-8.0,437.50,13,438.00,6,71.96,-0.02
6443,元晶,4263498,2535,103662604,24.4,24.65,24.05,24.25,-0.1,24.25,72,24.30,5,47.55,-0.0
6446,藥華藥,2118886,2889,1474181022,699.0,704.0,688.0,695.0,-3.0,694.00,26,695.00,20,174.19,-0.0
6449,鈺邦,3149264,2345,519309394,161.0,169.5,158.0,167.5,6.0,167.00,18,167.50,39,33.84,0.04
6451,訊芯-KY,3449026,5048,786120566,230.0,232.5,222.0,231.5,0.0,231.50,1,232.00,22,83.57,0.0
6456,GIS-KY,413000,310,24214663,58.5,59.2,58.1,58.9,0.3,58.70,10,58.90,17,0.0,0.01
6464,台數科,44327,41,3580161,80.8,80.8,80.6,80.8,0.3,80.60,1,80.80,8,13.91,0.0
6472,保瑞,3172575,6684,2482780837,790.0,798.0,771.0,778.0,2.0,778.00,11,779.00,29,24.6,0.0
6477,安集,483819,395,16830162,34.75,35.35,34.3,34.7,0.0,34.65,6,34.70,5,0.0,0.0
6491,晶碩,184636,310,80388196,435.5,438.0,431.0,435.5,0.0,435.00,6,438.00,2,17.55,0.0
6504,南六,39425,69,2777830,70.7,71.0,70.0,70.4,-0.2,70.40,1,70.50,2,55.43,-0.0
6505,台塑化,6298198,4475,368336304,58.7,59.0,58.2,58.7,0.0,58.60,59,58.70,454,21.19,0.0
6515,穎崴,210331,396,220244005,1050.0,1055.0,1035.0,1050.0,0.0,"1,045.00",2,"1,050.00",1,59.97,0.0
6525,捷敏-KY,70319,62,4616282,65.8,65.9,65.3,65.8,0.8,65.40,1,65.80,2,14.92,0.01
6526,達發,458816,1050,278361046,611.0,614.0,602.0,606.0,-7.0,606.00,4,607.00,5,56.79,-0.01
6531,愛普*,1728475,1901,526630464,299.0,308.5,296.5,305.0,3.5,304.50,10,305.00,4,30.2,0.01
6533,晶心科,278669,496,105357579,379.5,384.0,375.0,377.0,-3.0,376.00,2,377.00,3,0.0,-0.01
6534,正瀚-創,17150,16,1341900,78.9,78.9,77.5,78.8,0.2,77.70,2,78.80,1,18.85,0.0
6541,泰福-KY,120192,146,6742151,54.1,56.5,54.1,56.3,1.3,56.30,3,56.50,3,0.0,0.02
6550,北極星藥業-KY,721377,984,43289509,60.2,60.7,59.5,60.4,0.2,60.30,1,60.40,3,0.0,0.0
6552,易華電,127279,111,6146753,49.0,49.0,48.0,48.45,-0.4,48.45,1,48.50,1,51.0,-0.01
6558,興能高,55024,52,1204078,22.0,22.0,21.7,21.95,0.0,21.85,2,21.95,3,156.79,0.0
6573,虹揚-KY,76400,40,1096556,14.55,14.6,14.25,14.35,-0.1,14.35,2,14.40,7,0.0,-0.01
6579,研揚,149510,1878,25121714,167.0,169.5,167.0,168.5,1.5,168.00,3,168.50,5,27.0,0.01
6581,鋼聯,26101,31,2788828,107.5,107.5,105.5,107.5,1.5,106.50,1,107.50,15,17.92,0.01
6582,申豐,306860,324,18899469,61.1,62.6,60.9,61.8,-0.4,61.60,1,61.90,1,0.0,-0.01
6585,鼎基,1170928,4684,216990113,186.5,189.5,180.5,181.0,-2.0,181.00,25,181.50,11,18.64,-0.01
6591,動力-KY,203164,109,9623675,47.2,47.9,46.5,47.15,0.15,46.95,1,47.20,1,15.98,0.0
6592,和潤企業,428473,586,41674144,97.0,98.0,96.4,98.0,1.4,97.70,1,98.00,11,17.35,0.01
6592A,和潤企業甲特,3625,9,342427,94.5,94.5,94.4,94.5,0.1,94.30,1,94.60,2,0.0,0.0
6592B,和潤企業乙特,14626,28,1384163,94.6,94.7,94.6,94.7,0.0,94.60,10,94.70,8,0.0,0.0
6598,ABC-KY,257838,301,5771752,22.8,22.8,22.1,22.35,-0.3,22.35,22,22.40,4,0.0,-0.01
6605,帝寶,312548,401,75001437,237.0,242.0,237.0,240.0,2.5,239.50,1,240.00,18,13.47,0.01
6606,建德工業,538987,382,15193286,28.2,28.8,27.65,27.95,-0.1,27.95,15,28.05,5,26.12,-0.0
6625,必應,611204,1210,52704166,87.3,88.1,84.4,84.5,-1.0,84.50,3,84.70,2,11.97,-0.01
6641,基士德-KY,10228,13,422205,41.75,41.75,40.75,40.85,0.15,41.45,1,41.50,1,20.32,0.0
6645,金萬林-創,85001,44,2559529,30.2,30.25,30.0,30.25,0.1,30.00,8,30.25,1,0.0,0.0
6655,科定,197137,824,28634230,144.0,150.0,138.0,149.0,4.0,149.00,3,149.50,1,34.02,0.03
6657,華安,33498,37,1723740,51.5,51.8,51.0,51.7,0.4,51.40,1,51.70,1,0.0,0.01
6658,聯策,1656674,1480,117267797,72.1,72.9,68.0,72.4,0.3,72.40,3,72.50,5,68.95,0.0
6666,羅麗芬-KY,47003,43,2752780,58.6,59.2,58.2,58.9,-1.1,58.60,1,59.40,1,35.7,-0.02
6668,中揚光,275746,279,13548332,49.6,49.7,48.75,49.3,-0.3,49.30,1,49.40,1,0.0,-0.01
6669,緯穎,1140315,5539,2177556685,1910.0,1935.0,1890.0,1890.0,-50.0,"1,890.00",16,"1,895.00",2,21.28,-0.03
6670,復盛應用,169511,268,48446450,288.5,289.0,283.5,284.5,-1.5,284.00,1,284.50,1,13.31,-0.01
6671,三能-KY,15000,13,647650,43.2,43.2,43.15,43.15,-0.05,43.00,2,43.15,1,14.19,-0.0
6672,騰輝電子-KY,109306,210,7665215,70.3,70.7,69.8,70.0,-0.3,69.90,2,70.00,10,11.57,-0.0
6674,鋐寶科技,24050,21,589480,25.45,25.45,24.3,24.5,-0.1,24.35,2,24.65,1,0.0,-0.0
6689,伊雲谷,158785,259,15766342,99.6,100.5,97.8,98.9,-0.4,98.90,11,99.60,1,38.94,-0.0
6691,洋基工程,929035,1409,321621917,339.0,352.0,336.5,346.0,9.0,345.50,10,346.50,1,17.84,0.03
6695,芯鼎,1137794,1212,70155497,62.6,63.1,60.6,61.4,-1.4,61.40,1,61.50,7,0.0,-0.02
6698,旭暉應材,576391,515,21953515,38.85,38.95,37.2,38.15,-0.05,38.00,2,38.15,1,0.0,-0.0
6706,惠特,2760124,1977,349855808,128.0,129.5,124.0,127.0,-1.5,127.00,16,127.50,69,0.0,-0.01
6715,嘉基,56651,219,9188952,164.0,164.5,160.5,162.0,-2.0,161.50,1,162.50,1,26.17,-0.01
6719,力智,394446,434,96879290,245.0,249.0,243.0,246.0,-0.5,245.50,1,246.50,6,98.01,-0.0
6742,澤米,379240,363,20550479,54.8,55.4,53.6,54.3,-0.5,54.20,1,54.30,9,603.33,-0.01
6743,安普新,300577,245,17175635,57.8,57.8,56.3,57.5,0.4,57.40,3,57.50,5,108.49,0.01
6753,龍德造船,1660052,2103,228498694,138.5,140.5,135.0,135.0,-3.0,135.00,2,135.50,5,17.98,-0.02
6754,匯僑設計,281215,339,24330714,88.2,88.2,85.5,86.6,-0.2,86.30,1,86.60,1,13.12,-0.0
6756,威鋒電子,70615,426,12005222,172.0,172.5,168.5,170.0,-2.0,169.50,1,170.00,2,62.5,-0.01
6757,台灣虎航-創,8410919,2819,485400485,63.4,63.4,53.0,53.0,-4.7,53.00,71,53.60,2,9.17,-0.08
6768,志強-KY,661204,525,56905281,88.5,88.8,84.2,84.7,-3.7,84.70,11,84.80,6,16.01,-0.04
6770,力積電,8305472,5615,181372614,22.0,22.05,21.7,21.75,-0.25,21.75,121,21.80,331,0.0,-0.01
6771,平和環保-創,43000,39,2860200,67.0,67.0,66.0,66.6,0.0,66.40,2,66.90,1,15.14,0.0
6776,展碁國際,55153,199,3151407,57.1,57.4,56.9,57.4,0.2,56.90,3,57.40,3,11.96,0.0
6781,AES-KY,101032,312,51076696,507.0,510.0,502.0,506.0,-6.0,505.00,1,507.00,2,23.8,-0.01
6782,視陽,239209,317,54839415,231.0,231.5,228.0,229.5,-1.0,229.50,2,230.00,2,27.82,-0.0
6789,采鈺,833981,1599,246442298,301.0,301.5,291.5,295.0,-6.0,295.00,15,295.50,3,132.88,-0.02
6790,永豐實,124534,176,6051878,48.55,48.85,48.2,48.85,0.05,48.70,4,48.85,4,12.3,0.0
6792,詠業,9507,21,646243,68.0,68.0,67.9,68.0,0.3,67.10,1,68.00,6,21.32,0.0
6794,向榮生技-創,14150,17,1128000,80.0,81.0,78.5,80.4,-1.4,78.10,4,80.50,1,0.0,-0.02
6796,晉弘,82099,79,7268035,87.0,90.0,87.0,88.6,1.9,88.60,1,88.80,2,124.79,0.02
6799,來頡,100519,141,11488965,116.0,116.0,113.0,114.0,-1.0,113.50,2,114.50,2,25.56,-0.01
6805,富世達,2486514,3387,2000654090,803.0,828.0,783.0,792.0,-8.0,791.00,5,792.00,15,63.61,-0.01
6806,森崴能源,11877918,10841,1719815005,143.0,148.0,141.0,141.0,-0.5,140.50,130,141.00,12,41.84,-0.0
6807,峰源-KY,265707,348,21063559,78.8,80.3,77.7,79.4,1.3,78.30,1,79.50,1,13.43,0.02
6830,汎銓,315090,329,41858781,134.0,134.5,131.5,132.0,-1.0,132.00,6,132.50,1,35.2,-0.01
6834,天二科技,357315,292,13746782,39.3,39.3,38.0,38.05,-0.55,38.05,17,38.15,3,1268.33,-0.01
6835,圓裕,475483,387,23678091,47.55,51.3,47.5,50.6,3.1,50.60,3,50.70,6,12.11,0.07
6838,台新藥,574200,374,22571413,39.3,39.7,38.8,39.2,0.0,39.20,37,39.30,2,0.0,0.0
6854,錼創科技-KY創,169616,98,12045244,70.7,73.0,69.8,72.0,1.4,71.50,3,72.00,1,0.0,0.02
6861,睿生光電,94504,77,6478840,68.6,69.5,67.9,69.4,0.8,68.90,1,69.50,2,23.53,0.01
6863,永道-KY,376004,1310,78198543,207.5,210.5,203.0,209.5,2.0,209.50,5,210.00,5,24.53,0.01
6869,雲豹能源,24509695,24162,6208557604,255.0,260.5,245.5,246.0,1.5,246.00,43,246.50,5,43.23,0.01
6873,泓德能源-創,737325,495,197193937,270.0,273.0,262.5,267.0,-1.5,266.00,2,267.00,5,36.08,-0.01
6890,來億-KY,1226813,8138,369616241,313.0,316.0,293.0,294.0,-17.0,294.00,13,295.00,2,46.89,-0.05
6901,鑽石投資,1785065,1520,73304383,40.5,41.8,40.35,41.2,1.0,41.15,22,41.20,7,0.0,0.02
6902,走著瞧-創,4010,5,593465,150.0,150.0,146.0,146.0,0.0,141.50,1,146.50,1,0.0,0.0
6906,現觀科,481718,441,73286773,146.5,155.0,146.0,155.0,14.0,155.00,992,--,0,43.3,0.1
6914,阜爾運通,83837,180,11345253,137.0,138.0,134.0,138.0,0.0,137.00,2,138.50,2,17.92,0.0
6916,華凌,25065,27,616521,24.75,24.75,24.35,24.65,0.05,24.40,1,24.65,4,45.65,0.0
6928,攸泰科技,162917,178,9669608,57.9,61.0,57.5,61.0,3.0,59.90,1,61.00,12,31.28,0.05
6933,AMAX-KY,91771,450,22034881,245.5,245.5,238.0,240.5,-4.5,239.50,1,241.00,1,39.3,-0.02
6937,天虹,904405,2504,241532384,268.0,273.5,263.0,266.0,-4.0,265.50,1,266.00,2,43.25,-0.01
6949,沛爾生醫-創,19000,19,1900200,99.9,100.5,99.6,100.5,0.6,99.50,3,100.50,3,0.0,0.01
6951,青新-創,46350,36,2651590,57.3,57.4,56.8,57.1,0.1,57.00,1,57.10,1,19.55,0.0
6952,大武山,21345,27,1084848,50.9,51.0,50.6,50.9,0.0,50.70,1,50.90,4,23.78,0.0
6957,裕慶-KY,241394,1825,67447368,281.0,284.0,275.0,283.0,0.0,282.50,1,283.00,1,15.78,0.0
6958,日盛台駿,1009656,915,31533965,31.5,31.5,31.0,31.35,-0.2,31.35,8,31.40,10,25.49,-0.01
8011,台通,2904028,2105,78533029,27.2,27.65,26.55,26.9,-0.45,26.85,46,26.90,3,41.38,-0.02
8016,矽創,192006,249,43991325,228.5,230.5,228.0,228.5,0.0,228.00,25,228.50,4,14.11,0.0
8021,尖點,4098793,2720,154323169,37.2,38.35,37.0,37.45,0.35,37.40,6,37.45,9,33.14,0.01
8028,昇陽半導體,30223821,18847,3885374652,125.5,132.0,124.0,132.0,4.5,131.50,96,132.00,733,80.0,0.04
8033,雷虎,1804226,1333,119161063,66.6,67.2,65.0,65.0,-1.2,65.00,60,65.10,5,158.54,-0.02
8039,台虹,1799866,975,93398543,51.8,52.3,51.1,51.7,0.1,51.60,33,51.70,2,15.57,0.0
8046,南電,979611,1410,145246370,147.0,149.5,147.0,147.5,-1.0,147.00,81,147.50,6,50.51,-0.01
8070,長華*,5937063,4264,296201481,49.75,50.5,49.3,50.0,0.3,49.85,7,50.00,257,22.94,0.01
8072,陞泰,70704,118,1922690,27.2,27.3,27.1,27.25,0.15,27.15,10,27.30,3,25.47,0.01
8081,致新,728286,763,164991915,225.5,231.0,223.5,225.5,0.0,225.50,3,226.00,6,12.42,0.0
8101,華冠,652867,321,1240318,1.9,1.9,1.9,1.9,-0.21,--,0,1.90,"4,771",0.0,-0.1
8103,瀚荃,11116719,6127,834259471,70.6,76.4,70.6,75.9,6.4,75.80,2,75.90,25,20.51,0.09
8104,錸寶,15118858,8987,639054482,41.4,44.1,40.1,43.0,2.75,42.95,9,43.00,5,0.0,0.07
8105,凌巨,3342696,1875,61523460,18.5,18.75,18.15,18.35,-0.4,18.35,6,18.40,42,67.96,-0.02
8110,華東,1092255,615,19089558,17.55,17.65,17.3,17.45,-0.15,17.45,19,17.50,33,41.55,-0.01
8112,至上,2834932,2319,209853694,74.1,74.7,73.4,74.4,0.2,74.30,1,74.40,54,14.76,0.0
8112A,至上甲特,15241,14,640922,42.0,42.2,42.0,42.2,0.3,42.10,5,42.30,2,0.0,0.01
8114,振樺電,531300,541,99552489,189.0,190.5,184.0,186.0,-4.5,186.00,2,186.50,4,25.83,-0.02
8131,福懋科,327739,283,11735402,35.7,36.0,35.65,36.0,0.1,35.90,2,36.00,7,22.78,0.0
8150,南茂,2563353,1804,96183769,37.5,37.85,37.25,37.35,-0.15,37.35,59,37.40,23,13.94,-0.0
8162,微矽電子-創,8000,7,284750,35.0,35.85,35.0,35.85,0.35,35.15,1,35.90,3,57.82,0.01
8163,達方,329581,491,17414327,53.0,53.3,52.5,52.5,-0.7,52.50,25,52.60,3,9.15,-0.01
8201,無敵,90003,53,1537501,17.15,17.25,16.95,17.2,0.05,17.10,5,17.20,2,0.0,0.0
8210,勤誠,2615144,17110,772626829,299.0,302.0,292.0,294.5,-8.0,294.50,20,295.00,16,21.83,-0.03
8213,志超,367488,396,13533640,36.9,37.0,36.6,37.0,0.1,36.75,1,37.00,13,10.31,0.0
8215,明基材,216434,235,6305214,29.45,29.45,29.0,29.2,0.0,29.15,1,29.20,7,28.35,0.0
8222,寶一,205785,161,7256556,35.15,35.8,34.75,35.1,-0.05,35.10,7,35.30,4,29.25,-0.0
8249,菱光,367931,474,10878758,29.6,29.95,29.3,29.6,0.0,29.35,1,29.60,3,18.85,0.0
8261,富鼎,134552,281,10302892,76.6,77.4,75.6,76.4,0.0,76.30,3,76.40,1,21.22,0.0
8271,宇瞻,187701,213,10028294,53.7,53.7,53.0,53.6,0.2,53.50,4,53.60,1,13.43,0.0
8341,日友,161017,394,15268781,95.7,95.7,94.3,94.9,-0.7,94.70,1,94.90,2,29.11,-0.01
8367,建新國際,45666,125,2325659,51.0,51.3,50.6,51.2,0.2,51.10,1,51.20,1,14.55,0.0
8374,羅昇,10090864,8134,1444085670,147.5,148.5,139.0,139.5,-10.5,139.00,119,139.50,14,0.0,-0.07
8404,百和興業-KY,170998,122,3067941,18.0,18.05,17.85,18.0,0.0,17.95,1,18.00,6,0.0,0.0
8411,福貞-KY,43511,86,618430,14.25,14.25,14.1,14.25,0.0,14.15,1,14.25,10,61.96,0.0
8422,可寧衛,122843,169,22347238,182.0,182.5,181.0,182.5,1.0,182.00,5,182.50,11,22.31,0.01
8429,金麗-KY,140846,109,1348670,9.57,9.6,9.55,9.6,0.03,9.56,1,9.60,9,0.0,0.0
8438,昶昕,2019830,1878,91625486,43.55,46.8,42.95,45.1,2.1,45.10,1,45.15,1,23.49,0.05
8442,威宏-KY,20010,19,2274630,113.0,114.0,113.0,114.0,0.5,113.50,1,114.50,3,10.73,0.0
8443,阿瘦,222110,873,2571733,11.35,11.75,11.3,11.75,0.3,11.65,1,11.75,1,0.0,0.03
8454,富邦媒,198484,757,78102807,395.5,395.5,390.5,395.0,1.5,394.00,1,395.00,5,26.56,0.0
8462,柏文,32422,64,3816466,115.5,118.5,115.5,118.0,3.0,117.50,1,118.00,2,38.31,0.03
8463,潤泰材,261431,158,7348248,28.35,28.4,28.0,28.2,-0.15,28.00,7,28.20,2,27.65,-0.01
8464,億豐,849010,1609,395636990,479.0,479.0,460.0,460.5,-19.5,460.50,4,463.00,8,21.75,-0.04
8466,美吉吉-KY,197899,191,11966432,60.5,61.0,59.9,60.2,-0.6,60.20,2,60.40,1,0.0,-0.01
8467,波力-KY,373951,796,85249084,229.0,234.0,222.0,225.0,-1.0,225.00,3,226.50,1,23.29,-0.0
8473,山林水,857104,848,36637701,43.6,43.6,42.1,42.7,-0.3,42.70,3,42.75,8,29.65,-0.01
8476,台境,48958,66,2950280,60.7,60.7,60.0,60.4,0.1,60.30,1,60.40,4,16.64,0.0
8478,東哥遊艇,622375,1632,192384149,315.0,315.0,307.0,308.5,-7.5,308.50,1,309.00,2,13.42,-0.02
8481,政伸,7021,10,351890,50.2,50.2,50.0,50.2,0.1,50.10,1,50.20,1,24.37,0.0
8482,商億-KY,10000,10,643100,64.5,64.7,64.0,64.4,0.1,64.00,1,64.50,2,18.94,0.0
8487,愛爾達-創,4001,5,298170,75.2,75.2,74.0,74.0,0.7,73.20,1,74.00,2,16.02,0.01
8488,吉源-KY,6000,6,97100,16.15,16.2,16.15,16.2,0.05,16.15,3,16.20,15,0.0,0.0
8499,鼎炫-KY,11075,13,1310811,118.0,118.5,118.0,118.5,0.0,118.00,4,118.50,1,10.99,0.0
8926,台汽電,1616906,1233,73377182,45.05,45.65,45.0,45.45,0.8,45.35,4,45.45,2,32.93,0.02
8940,新天地,63073,96,1414896,22.65,22.65,22.25,22.45,0.15,22.35,1,22.45,12,49.89,0.01
8996,高力,1529471,1607,542042179,355.5,360.0,350.5,356.0,-3.0,355.00,1,356.00,2,60.14,-0.01
9103,美德醫療-DR,767968,228,5450539,7.12,7.13,7.04,7.05,-0.21,7.04,8,7.05,13,0.0,-0.03
910322,康師傅-DR,24774,43,471566,18.95,19.45,18.95,19.0,0.1,19.00,2,19.20,4,0.0,0.01
9105,泰金寶-DR,47405498,8380,282653465,5.78,6.16,5.75,5.83,0.06,5.82,333,5.83,359,0.0,0.01
910861,神州-DR,11000,10,71980,6.56,6.58,6.51,6.52,0.02,6.47,2,6.53,2,0.0,0.0
9110,越南控-DR,151000,35,1085950,7.19,7.2,7.16,7.16,0.0,7.16,8,7.18,30,0.0,0.0
911608,明輝-DR,129999,52,459166,3.55,3.55,3.5,3.55,-0.01,3.52,2,3.55,9,0.0,-0.0
911622,泰聚亨-DR,41639,27,216566,5.22,5.3,5.18,5.27,-0.07,5.15,1,5.27,1,0.0,-0.01
911868,同方友友-DR,322000,55,480070,1.49,1.51,1.48,1.5,-0.01,1.50,2,1.51,55,0.0,-0.01
912000,晨訊科-DR,2414599,375,7807710,3.17,3.34,3.14,3.29,0.12,3.28,2,3.29,14,0.0,0.04
9136,巨騰-DR,674125,209,4420760,6.61,6.66,6.47,6.59,-0.02,6.59,1,6.60,8,0.0,-0.0
9802,鈺齊-KY,178224,236,20914621,117.5,118.0,116.5,117.5,0.5,117.00,6,117.50,3,20.51,0.0
9902,台火,2493269,1550,53949284,21.5,22.15,20.95,21.55,0.2,21.55,35,21.60,3,29.52,0.01
9904,寶成,9563790,5360,326985596,34.2,34.4,34.0,34.35,0.15,34.30,1,34.35,150,7.13,0.0
9905,大華,113001,89,2601224,23.0,23.1,22.95,23.1,0.1,23.05,1,23.10,3,15.2,0.0
9906,欣巴巴,1979985,3111,405518919,207.5,210.0,200.0,205.5,-3.5,205.50,3,207.00,10,225.82,-0.02
9907,統一實,8678906,3272,140293664,15.7,16.35,15.65,16.25,0.55,16.20,268,16.25,7,36.93,0.04
9908,大台北,259031,262,8009922,30.95,31.0,30.85,31.0,0.05,30.90,11,31.00,35,14.9,0.0
9910,豐泰,542060,627,77181339,143.5,143.5,141.5,143.5,1.0,142.00,4,143.50,71,24.08,0.01
